0_WRIST_x,0_WRIST_y,0_THUMB_CMC_x,0_THUMB_CMC_y,0_THUMB_MCP_x,0_THUMB_MCP_y,0_THUMB_IP_x,0_THUMB_IP_y,0_THUMB_TIP_x,0_THUMB_TIP_y,0_INDEX_FINGER_MCP_x,0_INDEX_FINGER_MCP_y,0_INDEX_FINGER_PIP_x,0_INDEX_FINGER_PIP_y,0_INDEX_FINGER_DIP_x,0_INDEX_FINGER_DIP_y,0_INDEX_FINGER_TIP_x,0_INDEX_FINGER_TIP_y,0_MIDDLE_FINGER_MCP_x,0_MIDDLE_FINGER_MCP_y,0_MIDDLE_FINGER_PIP_x,0_MIDDLE_FINGER_PIP_y,0_MIDDLE_FINGER_DIP_x,0_MIDDLE_FINGER_DIP_y,0_MIDDLE_FINGER_TIP_x,0_MIDDLE_FINGER_TIP_y,0_RING_FINGER_MCP_x,0_RING_FINGER_MCP_y,0_RING_FINGER_PIP_x,0_RING_FINGER_PIP_y,0_RING_FINGER_DIP_x,0_RING_FINGER_DIP_y,0_RING_FINGER_TIP_x,0_RING_FINGER_TIP_y,0_PINKY_MCP_x,0_PINKY_MCP_y,0_PINKY_PIP_x,0_PINKY_PIP_y,0_PINKY_DIP_x,0_PINKY_DIP_y,0_PINKY_TIP_x,0_PINKY_TIP_y,label
0.0,0.0,-35.59051513671875,0.9748649597167969,-69.63409423828125,-10.9918212890625,-91.82197570800781,-30.547971725463867,-102.4069595336914,-52.95224189758301,-78.15994262695312,-55.731496810913086,-99.27055358886719,-80.10273456573486,-110.4671859741211,-96.07964515686035,-119.329833984375,-111.8901014328003,-64.51919555664062,-70.31962394714355,-88.51375579833984,-98.60029220581055,-102.5927734375,-117.0003604888916,-115.3616714477539,-133.46068382263184,-46.85352325439453,-77.71758556365967,-67.62821197509766,-104.52791690826416,-80.71586608886719,-121.51165008544922,-93.62430572509766,-135.89118003845215,-24.841537475585938,-80.28888702392578,-36.03717803955078,-102.967529296875,-44.109230041503906,-117.56665706634521,-53.1884765625,-130.52653312683105,HI
0.0,0.0,-35.344390869140625,0.3536796569824219,-69.28874969482422,-12.160806655883789,-91.92218780517578,-31.638565063476562,-102.6742172241211,-54.990234375,-76.98310852050781,-58.075876235961914,-98.00193786621094,-82.38900661468506,-109.28550720214844,-98.26150417327881,-117.7316665649414,-114.13581848144531,-63.33915710449219,-71.87004089355469,-87.14801788330078,-100.03413677215576,-100.82447052001953,-118.80260467529297,-112.39151000976562,-135.34087657928467,-45.533485412597656,-78.4442138671875,-65.81207275390625,-105.76380729675293,-78.85547637939453,-123.44887733459473,-91.47113800048828,-138.55918407440186,-23.469467163085938,-80.23432731628418,-33.21208953857422,-102.80764102935791,-40.705833435058594,-117.43409156799316,-49.20269012451172,-130.73304176330566,HI
0.0,0.0,-35.31135559082031,-0.438079833984375,-68.76884460449219,-13.290224075317383,-90.62416076660156,-33.29747200012207,-100.02693176269531,-56.6835880279541,-75.71731567382812,-58.72354030609131,-96.47186279296875,-83.36747646331787,-107.72899627685547,-99.4132947921753,-116.29955291748047,-115.3577184677124,-61.481971740722656,-72.7741527557373,-84.35646057128906,-101.64173126220703,-97.63622283935547,-120.81085681915283,-109.14295196533203,-137.89755821228027,-43.51539611816406,-79.2777156829834,-62.66204833984375,-106.78459167480469,-75.58547973632812,-124.44821834564209,-88.22761535644531,-139.472336769104,-21.40972137451172,-80.78611850738525,-30.357589721679688,-103.74448299407959,-37.79960632324219,-118.58050346374512,-46.56684875488281,-131.81224822998047,HI
0.0,0.0,-36.15257263183594,-0.44623374938964844,-69.65351104736328,-15.670137405395508,-90.26939392089844,-38.36977958679199,-99.68135833740234,-61.86075210571289,-73.93829345703125,-61.6648006439209,-92.79373168945312,-87.00565338134766,-102.78396606445312,-103.41882705688477,-110.60482025146484,-119.33707237243652,-59.01969909667969,-75.39191722869873,-80.14480590820312,-104.97396469116211,-92.56233215332031,-124.19518947601318,-103.68553161621094,-140.84930419921875,-40.932655334472656,-81.24950408935547,-58.928985595703125,-109.44002151489258,-71.54544830322266,-127.00252532958984,-84.0517807006836,-141.82183742523193,-18.787498474121094,-81.97390079498291,-27.429466247558594,-105.5095624923706,-34.272804260253906,-120.5300760269165,-42.20176696777344,-134.0617275238037,HI
0.0,0.0,-35.637855529785156,-1.6617679595947266,-68.7160873413086,-17.444400787353516,-89.04911041259766,-39.80112075805664,-98.92425537109375,-62.19843864440918,-72.2353744506836,-63.65325450897217,-90.1910400390625,-89.83257293701172,-99.33040618896484,-107.03713417053223,-105.99254608154297,-123.44295501708984,-57.21099853515625,-76.19616508483887,-77.17987060546875,-106.36457920074463,-88.5544204711914,-125.8564281463623,-98.4640121459961,-143.07475090026855,-39.31957244873047,-81.43036365509033,-56.627845764160156,-110.33360481262207,-68.35407257080078,-128.52654933929443,-79.74868774414062,-144.22775745391846,-17.466964721679688,-81.63405418395996,-25.5621337890625,-105.74337959289551,-32.206459045410156,-121.41713619232178,-39.981040954589844,-135.94491004943848,HI
0.0,0.0,-35.73833465576172,-2.5181007385253906,-67.07263946533203,-19.65414047241211,-85.37628173828125,-43.178043365478516,-94.26441192626953,-65.50290584564209,-68.0038833618164,-66.01861953735352,-84.78279113769531,-92.977294921875,-92.95223236083984,-110.80288410186768,-98.7997817993164,-127.82598495483398,-52.11692810058594,-78.39012622833252,-70.55976867675781,-109.97666358947754,-80.9267807006836,-130.0114631652832,-89.87499237060547,-147.39352226257324,-33.88996124267578,-82.90868282318115,-49.53376770019531,-112.79560089111328,-59.98096466064453,-130.94996452331543,-70.01052856445312,-146.66883945465088,-12.16094970703125,-81.90545082092285,-18.69976043701172,-106.3101053237915,-23.746986389160156,-122.0091962814331,-29.638328552246094,-136.40055656433105,HI
0.0,0.0,-35.98621368408203,-2.9449081420898438,-67.95486450195312,-21.279172897338867,-87.12841033935547,-45.14754295349121,-91.4352798461914,-68.27769756317139,-67.03125,-67.31457710266113,-82.55935668945312,-95.1405143737793,-89.81948852539062,-113.36231231689453,-94.92740631103516,-130.70096969604492,-50.322837829589844,-79.25954818725586,-67.19352722167969,-111.59809112548828,-76.81259155273438,-132.1025276184082,-85.64517974853516,-150.2317714691162,-31.72069549560547,-83.25844287872314,-46.11133575439453,-114.05575275421143,-55.75225830078125,-132.89523124694824,-65.21621704101562,-149.29347038269043,-10.012931823730469,-81.65139198303223,-15.459098815917969,-106.29568576812744,-19.619064331054688,-122.54347801208496,-24.666213989257812,-137.7747631072998,HI
0.0,0.0,-35.7489013671875,-5.100774765014648,-66.5194320678711,-24.507665634155273,-85.16559600830078,-48.76780986785889,-89.16866302490234,-71.80037498474121,-64.27215576171875,-70.64693927764893,-78.54778289794922,-98.66108894348145,-85.62698364257812,-116.39668464660645,-90.80951690673828,-133.29992294311523,-47.46814727783203,-81.917724609375,-62.962684631347656,-114.6838903427124,-71.7828369140625,-134.95672702789307,-80.47004699707031,-152.76947021484375,-28.986778259277344,-85.11845111846924,-42.456321716308594,-116.33767604827881,-51.62078857421875,-135.01763820648193,-61.06487274169922,-151.21662139892578,-7.256202697753906,-82.68035888671875,-12.225570678710938,-107.76633739471436,-16.064491271972656,-124.24241065979004,-21.056251525878906,-139.7680377960205,HI
0.0,0.0,-35.57720184326172,-6.454782485961914,-65.90568542480469,-27.05735206604004,-84.39380645751953,-52.67274856567383,-86.98287963867188,-76.58982753753662,-62.039756774902344,-72.60015964508057,-75.55374145507812,-101.49932384490967,-81.87419891357422,-119.46255683898926,-86.07227325439453,-136.36319160461426,-44.95105743408203,-83.10550689697266,-59.84092712402344,-116.17502689361572,-68.27747344970703,-136.79627895355225,-76.25076293945312,-154.87805843353271,-26.239051818847656,-85.7431411743164,-38.714866638183594,-117.69131183624268,-47.271156311035156,-136.91083431243896,-56.12373352050781,-153.6771011352539,-4.375419616699219,-82.93704986572266,-8.435249328613281,-108.17811012268066,-11.884078979492188,-124.85474109649658,-16.524009704589844,-140.8039426803589,HI
0.0,0.0,-35.93128204345703,-8.26223373413086,-64.39571380615234,-30.79181671142578,-79.7110366821289,-57.72860527038574,-81.06986999511719,-81.98063850402832,-57.61463165283203,-75.66561698913574,-68.68350982666016,-105.55197715759277,-72.83687591552734,-123.82226943969727,-75.19721984863281,-140.71094512939453,-40.054054260253906,-85.25097370147705,-52.43022918701172,-118.77892971038818,-58.763885498046875,-139.2638111114502,-64.83512878417969,-157.10017204284668,-21.16870880126953,-87.04995632171631,-31.97986602783203,-119.76521015167236,-38.666114807128906,-138.96474838256836,-45.71632385253906,-155.97518920898438,0.52642822265625,-83.03788661956787,-1.771087646484375,-108.14146041870117,-3.62701416015625,-124.60269927978516,-6.5027618408203125,-140.4129695892334,HI
0.0,0.0,-35.81897735595703,-10.650100708007812,-63.65978240966797,-33.191871643066406,-77.9598617553711,-60.13166427612305,-78.63269805908203,-85.16830444335938,-55.057220458984375,-77.24621772766113,-65.18474578857422,-106.99609279632568,-68.77052307128906,-125.84753036499023,-70.38032531738281,-143.46781253814697,-37.171592712402344,-86.04297637939453,-48.08326721191406,-119.61562156677246,-53.19896697998047,-140.1912546157837,-58.07636260986328,-158.6272144317627,-18.252029418945312,-87.14670181274414,-27.26818084716797,-119.39798355102539,-33.04737091064453,-138.95813941955566,-38.79325866699219,-155.9530735015869,3.5306549072265625,-82.53818035125732,2.5075912475585938,-107.98962593078613,1.365814208984375,-124.78094100952148,-0.7726669311523438,-140.68405151367188,HI
0.0,0.0,-34.59381103515625,-12.30010986328125,-59.89116668701172,-37.199506759643555,-71.43013000488281,-64.41123962402344,-71.08020782470703,-87.66663551330566,-47.515869140625,-80.32698154449463,-54.9139404296875,-110.074782371521,-56.873321533203125,-128.37224006652832,-56.96998596191406,-144.8408603668213,-29.166831970214844,-87.86064147949219,-37.37812042236328,-121.58326148986816,-41.11175537109375,-142.30648040771484,-44.57439422607422,-159.96068000793457,-10.324859619140625,-88.00010204315186,-16.426315307617188,-120.16170501708984,-20.565185546875,-139.2830514907837,-24.983863830566406,-155.65561294555664,10.710296630859375,-82.26609706878662,12.607688903808594,-106.63583278656006,13.470840454101562,-122.31076240539551,13.281745910644531,-136.8572759628296,HI
0.0,0.0,-34.23717498779297,-14.911079406738281,-57.653236389160156,-41.31471633911133,-67.75985717773438,-68.82021903991699,-65.5398941040039,-91.44192695617676,-42.877655029296875,-82.20402717590332,-49.091644287109375,-111.49120330810547,-50.34839630126953,-129.6756076812744,-49.74170684814453,-145.90415954589844,-24.442138671875,-88.46677780151367,-30.425453186035156,-122.07798957824707,-33.29456329345703,-142.39299774169922,-36.11400604248047,-160.24206161499023,-5.568046569824219,-87.65121459960938,-9.611167907714844,-119.64225769042969,-13.239593505859375,-139.1245937347412,-17.004547119140625,-155.72476387023926,14.686660766601562,-80.37912368774414,18.337478637695312,-104.40988540649414,19.960289001464844,-120.44611930847168,20.722618103027344,-135.3089475631714,HI
0.0,0.0,-33.230934143066406,-17.379512786865234,-53.374977111816406,-44.577226638793945,-60.75946807861328,-72.54329681396484,-56.2542724609375,-95.07392406463623,-35.67413330078125,-83.65533828735352,-38.02467346191406,-113.21014881134033,-36.87721252441406,-130.85381984710693,-34.29706573486328,-146.62658214569092,-16.70429229736328,-88.63653659820557,-18.966217041015625,-122.1375560760498,-19.304962158203125,-142.38418579101562,-19.94403839111328,-159.87401962280273,1.6145706176757812,-86.40081882476807,1.1037826538085938,-118.60748291015625,0.03017425537109375,-137.31144905090332,-1.4493560791015625,-153.79926681518555,20.91350555419922,-78.10342311859131,26.666603088378906,-102.53339767456055,30.016937255859375,-118.50811958312988,32.57301330566406,-133.90716075897217,HI
0.0,0.0,-33.06774139404297,-18.189382553100586,-52.98332214355469,-46.073598861694336,-59.16816711425781,-74.43689346313477,-55.084190368652344,-97.05997467041016,-33.02391052246094,-83.4384298324585,-34.54692840576172,-113.40577125549316,-32.92022705078125,-131.67546272277832,-29.873008728027344,-147.7811336517334,-13.991050720214844,-87.59244918823242,-14.693450927734375,-121.52431011199951,-14.576606750488281,-141.82996273040771,-14.682350158691406,-159.55933570861816,4.3053436279296875,-85.13308525085449,5.373992919921875,-117.44685173034668,4.817657470703125,-136.3399887084961,3.6553192138671875,-152.6630687713623,23.12572479248047,-76.65102481842041,30.244178771972656,-101.20927333831787,34.01191711425781,-117.30005264282227,36.462669372558594,-132.49860763549805,HI
0.0,0.0,-32.10102081298828,-18.080062866210938,-51.567115783691406,-46.175479888916016,-57.064170837402344,-74.41147327423096,-52.912445068359375,-95.93543529510498,-31.11186981201172,-83.81388187408447,-31.865081787109375,-113.61871719360352,-29.695892333984375,-131.53870582580566,-26.111412048339844,-147.18937397003174,-12.2802734375,-87.67333030700684,-12.484664916992188,-121.06065273284912,-11.707382202148438,-141.07523918151855,-11.132316589355469,-158.37183952331543,5.855522155761719,-84.91503238677979,7.4655914306640625,-116.5801191329956,7.820243835449219,-135.36905765533447,7.378997802734375,-151.4743709564209,24.47162628173828,-76.16244792938232,32.011375427246094,-99.55580234527588,36.02935791015625,-114.93287086486816,38.69365692138672,-129.46369171142578,HI
0.0,0.0,-31.979904174804688,-18.88092041015625,-50.75035095214844,-46.95556640625,-55.922889709472656,-74.31820392608643,-52.00996398925781,-94.90964412689209,-28.393173217773438,-83.89667987823486,-28.294601440429688,-112.71949768066406,-25.0506591796875,-129.48698043823242,-20.757713317871094,-144.18867588043213,-9.458465576171875,-87.18864440917969,-8.108863830566406,-119.97449398040771,-5.9929656982421875,-139.32415008544922,-4.4535064697265625,-155.8689308166504,8.308982849121094,-83.86661052703857,11.056137084960938,-114.59529876708984,12.129287719726562,-132.43892669677734,12.36846923828125,-147.644305229187,26.498641967773438,-74.52301025390625,34.87018585205078,-96.71610832214355,39.5733642578125,-111.39299869537354,43.11805725097656,-125.1445198059082,HI
0.0,0.0,-31.803207397460938,-18.786306381225586,-50.281028747558594,-46.639366149902344,-55.318031311035156,-73.76618385314941,-51.92588806152344,-94.52502250671387,-28.187599182128906,-82.97414302825928,-27.750892639160156,-112.4152421951294,-24.6441650390625,-129.8851490020752,-20.380401611328125,-144.9219846725464,-9.217453002929688,-86.12410068511963,-7.942924499511719,-118.80247592926025,-6.0628509521484375,-138.47179412841797,-4.6015167236328125,-155.14283180236816,8.656539916992188,-82.7920389175415,11.259422302246094,-113.74975204467773,12.23114013671875,-132.17546939849854,12.400093078613281,-148.0623435974121,26.89910888671875,-73.69251251220703,35.2178955078125,-96.17588996887207,39.805335998535156,-111.0369873046875,43.157386779785156,-125.25818824768066,HI
0.0,0.0,-32.045745849609375,-18.876543045043945,-50.473670959472656,-46.95413589477539,-54.34486389160156,-74.98064517974854,-49.60735321044922,-95.88801383972168,-27.452354431152344,-83.44480991363525,-26.96735382080078,-113.11198711395264,-23.873825073242188,-130.41526794433594,-19.60693359375,-145.30434608459473,-8.36944580078125,-86.5323543548584,-6.852455139160156,-119.34845924377441,-5.0189208984375,-139.10754203796387,-3.5077667236328125,-155.84203720092773,9.558982849121094,-83.15016746520996,12.883377075195312,-114.18052196502686,14.10614013671875,-132.35342502593994,14.549293518066406,-147.84582138061523,27.67711639404297,-73.9427661895752,36.545066833496094,-96.22698783874512,41.29829406738281,-111.1054515838623,44.88533020019531,-125.38455963134766,HI
